customer_id,complaint_date,complaint_category,severity,comment,resolution_time_days,escalated
CUST0000028,2024-03-31,Rate Increase,1,"The autopay setup was easy and the confirmation was immediate, well done",0,0
CUST0000028,2023-04-24,Billing Error,4,"The online portal is confusing and hard to navigate, needs improvement",15,0
CUST0000028,2023-11-28,High Bill,5,"I've been overcharged for months and nobody will help me, this is theft and fraud",10,0
CUST0000028,2023-03-19,Poor Customer Service,2,Requesting meter check at my property at a convenient time,1,0
CUST0000028,2024-01-24,Billing Error,4,"I was promised a callback but never received one, disappointed",15,0
CUST0000028,2023-07-28,Connection Issue,4,I am extremely frustrated with the complete lack of communication from your team,2,1
CUST0000030,2023-08-28,High Bill,4,"Your company is a disaster, I've never dealt with such incompetent service before",7,1
CUST0000031,2024-01-26,Meter Malfunction,2,"Quick resolution to my billing question, very impressed with the service",7,0
CUST0000031,2024-06-12,High Bill,2,"Your team handled my move-in process smoothly, very happy with the experience",8,0
CUST0000032,2024-02-13,Connection Issue,2,Checking on the status of my refund that was processed recently,0,0
CUST0000032,2024-12-20,Rate Increase,3,Checking on the status of my refund that was processed recently,1,0
CUST0000032,2024-11-15,High Bill,4,Service interruption was really inconvenient and disrupted my work,6,1
CUST0000033,2024-06-20,Connection Issue,4,"Bill seems higher than expected this month, not very happy about it",0,0
CUST0000034,2023-12-11,Service Outage,3,I would like to update my contact information on file please,4,0
CUST0000035,2023-10-14,Rate Increase,3,Called to inquire about my bill details and payment options,3,0
CUST0000036,2023-12-14,Billing Error,3,"Not happy with the rate increase, feels unfair to long-term customers",7,1
CUST0000037,2023-04-17,Delayed Response,4,"The online portal is confusing and hard to navigate, needs improvement",6,0
CUST0000038,2024-08-23,High Bill,5,"This is the third time I've called about the same problem and nothing has been fixed, horrible",1,0
CUST0000039,2024-10-24,Service Outage,2,Want to understand the breakdown of charges on my latest bill,9,1
CUST0000040,2024-01-02,Rate Increase,4,Waited on hold for 45 minutes which is unacceptable in this day and age,0,1
CUST0000040,2024-05-11,Delayed Response,3,"Had to call multiple times to get any kind of response, frustrating",3,0
CUST0000040,2023-11-16,Environmental Concern,5,"Terrible service, been waiting for weeks with no resolution whatsoever",10,0
CUST0000040,2024-06-28,Delayed Response,1,Impressed by the professionalism of the technician who visited my home,1,0
CUST0000042,2024-10-01,Rate Increase,5,"Nobody seems to care about resolving my issue, this is unacceptable and pathetic",13,0
CUST0000046,2023-09-30,Rate Increase,1,"Excellent response time to my email inquiry, answered within hours",7,0
CUST0000046,2023-09-03,Service Outage,3,Want to understand the breakdown of charges on my latest bill,0,0
CUST0000047,2024-11-29,Billing Error,3,Need to schedule a routine maintenance appointment for my meter,1,0
CUST0000047,2023-08-11,High Bill,2,Requesting meter check at my property at a convenient time,5,1
CUST0000047,2024-08-22,Poor Customer Service,3,The technician didn't show up during the scheduled time window again,8,0
CUST0000047,2024-08-24,Poor Customer Service,2,I would like to update my contact information on file please,4,0
CUST0000047,2023-02-10,Delayed Response,2,Inquiring about payment plan options available for my account,2,0
CUST0000047,2024-09-24,Billing Error,3,Just wanted to confirm receipt of my recent payment submission,1,0
CUST0000047,2024-05-13,Connection Issue,4,"Disgusting how you treat loyal customers, I'm telling everyone to avoid your company",8,1
CUST0000047,2024-07-08,Billing Error,2,Just wanted to confirm receipt of my recent payment submission,0,0
CUST0000048,2024-08-29,Delayed Response,3,Service interruption was really inconvenient and disrupted my work,1,0
CUST0000049,2024-07-03,Meter Malfunction,4,"The meter reading seems inaccurate again, this keeps happening",24,0
CUST0000049,2023-11-11,Meter Malfunction,1,"Thank you for the clear explanation of my bill, now I understand it fully",5,0
CUST0000050,2023-02-18,Delayed Response,1,Customer service representative was very helpful and knowledgeable,13,0
CUST0000052,2023-03-02,Delayed Response,4,How dare you raise rates again after providing such terrible unreliable service,9,0
CUST0000052,2023-09-21,Meter Malfunction,2,Pleased with the energy savings tips provided during my last call,9,0
CUST0000052,2023-10-03,Service Outage,3,Requesting meter check at my property at a convenient time,1,0
CUST0000052,2023-04-30,Rate Increase,3,Inquiring about payment plan options available for my account,8,0
CUST0000052,2024-09-12,Meter Malfunction,2,Pleased with the energy savings tips provided during my last call,3,0
CUST0000054,2024-03-09,Billing Error,2,Asking about the process for transferring service to a new address,1,1
CUST0000054,2024-10-27,Rate Increase,3,Need information about available rate plans and any current promotions,5,0
CUST0000054,2023-09-08,Connection Issue,2,Requesting meter check at my property at a convenient time,3,1
CUST0000054,2024-07-19,Environmental Concern,5,"The incompetence of your billing department is beyond belief, absolutely furious",2,0
CUST0000054,2024-08-25,Environmental Concern,4,"Disgusting how you treat loyal customers, I'm telling everyone to avoid your company",1,1
CUST0000055,2023-12-17,Rate Increase,1,"Thank you for the clear explanation of my bill, now I understand it fully",0,1
CUST0000055,2024-05-02,Poor Customer Service,4,"The meter reading seems inaccurate again, this keeps happening",3,0
CUST0000055,2023-02-04,Delayed Response,4,Resolution took much longer than what was originally promised to me,2,0
CUST0000056,2024-12-10,Service Outage,3,Requesting meter check at my property at a convenient time,1,1
CUST0000056,2023-02-02,Environmental Concern,1,Customer service representative was very helpful and knowledgeable,4,0
CUST0000056,2023-04-06,Delayed Response,3,I feel like I'm not getting value for what I'm paying every month,2,0
CUST0000056,2024-09-19,Poor Customer Service,5,"I regret ever signing up with this company, worst decision I ever made",0,1
CUST0000056,2024-02-03,Rate Increase,2,"Great experience overall, the agent went above and beyond to help me",4,0
CUST0000056,2024-05-15,Delayed Response,5,"Worst customer experience I have ever had in my entire life, absolutely disgusting",2,1
CUST0000056,2023-09-17,Billing Error,2,The new smart meter is working perfectly and I love the detailed usage data,0,0
CUST0000060,2023-07-15,Billing Error,3,Waited on hold for 45 minutes which is unacceptable in this day and age,14,0
CUST0000060,2023-01-21,Environmental Concern,1,"The autopay setup was easy and the confirmation was immediate, well done",7,0
CUST0000061,2023-10-24,Meter Malfunction,5,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",17,1
CUST0000061,2024-11-10,Environmental Concern,4,Resolution took much longer than what was originally promised to me,4,0
CUST0000061,2024-12-18,High Bill,3,Following up on my previous service request submitted last week,17,0
CUST0000062,2024-04-16,Meter Malfunction,5,"My power has been out for 3 days and all I get is automated responses, shameful",3,0
CUST0000062,2023-08-26,Rate Increase,5,Completely fed up with the constant outages and zero accountability from management,7,0
CUST0000065,2024-07-12,Rate Increase,2,Inquiring about payment plan options available for my account,6,1
CUST0000065,2023-10-03,Rate Increase,3,The technician didn't show up during the scheduled time window again,1,1
CUST0000065,2023-04-15,Delayed Response,4,"Your company is a disaster, I've never dealt with such incompetent service before",3,0
CUST0000065,2024-03-19,Delayed Response,4,"I regret ever signing up with this company, worst decision I ever made",2,0
CUST0000066,2024-12-20,Billing Error,2,"Appreciate the prompt service restoration, great job by the crew",0,0
CUST0000069,2024-03-11,Meter Malfunction,4,Resolution took much longer than what was originally promised to me,8,1
CUST0000069,2023-10-20,Poor Customer Service,4,How dare you raise rates again after providing such terrible unreliable service,4,0
CUST0000069,2024-07-18,Service Outage,2,"Great experience overall, the agent went above and beyond to help me",3,1
CUST0000070,2023-06-05,Environmental Concern,5,Completely fed up with the constant outages and zero accountability from management,6,1
CUST0000070,2024-05-08,Billing Error,1,"Quick resolution to my billing question, very impressed with the service",1,0
CUST0000070,2023-01-30,High Bill,2,Impressed by the professionalism of the technician who visited my home,5,0
CUST0000070,2023-11-12,Connection Issue,3,Not satisfied with the response I got from the support agent,4,0
CUST0000070,2023-01-15,Rate Increase,2,Calling to verify my autopay is set up correctly for next month,12,1
CUST0000071,2024-05-17,Billing Error,1,"Appreciate the prompt service restoration, great job by the crew",4,1
CUST0000071,2023-12-02,Poor Customer Service,1,Really appreciate the proactive notification about the planned maintenance,7,0
CUST0000071,2024-02-25,Connection Issue,4,"Not happy with the rate increase, feels unfair to long-term customers",15,0
CUST0000072,2023-10-01,Connection Issue,2,Calling to verify my autopay is set up correctly for next month,29,0
CUST0000072,2023-03-31,Connection Issue,3,I would like to update my contact information on file please,1,1
CUST0000072,2024-01-07,Service Outage,2,Looking for details on estimated vs actual meter readings,4,0
CUST0000072,2023-07-22,Poor Customer Service,3,"Bill seems higher than expected this month, not very happy about it",10,0
CUST0000072,2024-03-04,Poor Customer Service,5,Completely fed up with the constant outages and zero accountability from management,3,0
CUST0000072,2023-01-08,Service Outage,2,Checking on the status of my refund that was processed recently,5,0
CUST0000073,2024-12-02,Service Outage,3,Just wanted to confirm receipt of my recent payment submission,3,0
CUST0000073,2024-04-06,Meter Malfunction,3,Question about the peak and off-peak pricing hours for my plan,8,1
CUST0000073,2023-11-16,Connection Issue,4,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",15,0
CUST0000073,2024-06-06,High Bill,1,Impressed by the professionalism of the technician who visited my home,0,0
CUST0000073,2024-08-11,Poor Customer Service,4,"My neighbor has the same plan but pays less, something doesn't add up",2,1
CUST0000073,2023-08-09,High Bill,3,"Not happy with the rate increase, feels unfair to long-term customers",6,0
CUST0000077,2023-05-19,Billing Error,4,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",2,1
CUST0000078,2024-09-11,Meter Malfunction,4,"The online portal is confusing and hard to navigate, needs improvement",5,0
CUST0000078,2023-10-03,Poor Customer Service,2,General account inquiry about my current balance and due date,3,0
CUST0000078,2023-03-10,Service Outage,2,"Your team handled my move-in process smoothly, very happy with the experience",6,0
CUST0000080,2024-07-27,Poor Customer Service,3,Waited on hold for 45 minutes which is unacceptable in this day and age,0,0
CUST0000080,2023-09-16,Billing Error,5,I am extremely frustrated with the complete lack of communication from your team,9,1
CUST0000080,2024-02-24,Delayed Response,3,"Bill seems higher than expected this month, not very happy about it",18,1
CUST0000080,2023-04-24,Meter Malfunction,2,"Happy with the new rate plan options, they really fit my needs well",12,0
CUST0000080,2024-05-11,Rate Increase,4,"My neighbor has the same plan but pays less, something doesn't add up",2,0
CUST0000082,2024-08-01,Service Outage,1,"Great experience overall, the agent went above and beyond to help me",3,0
CUST0000082,2023-05-08,Service Outage,3,General account inquiry about my current balance and due date,2,0
CUST0000083,2023-09-14,Billing Error,3,Question about the peak and off-peak pricing hours for my plan,10,0
CUST0000083,2023-01-06,Meter Malfunction,4,"Not happy with the rate increase, feels unfair to long-term customers",2,0
CUST0000084,2023-11-16,Environmental Concern,4,"My power has been out for 3 days and all I get is automated responses, shameful",4,1
CUST0000084,2024-09-25,Poor Customer Service,5,"Worst customer experience I have ever had in my entire life, absolutely disgusting",0,0
CUST0000084,2024-01-31,Connection Issue,3,"The meter reading seems inaccurate again, this keeps happening",5,0
CUST0000084,2024-06-30,Poor Customer Service,5,"The incompetence of your billing department is beyond belief, absolutely furious",6,1
CUST0000085,2024-08-16,Meter Malfunction,2,Impressed by the professionalism of the technician who visited my home,4,1
CUST0000086,2023-07-08,Meter Malfunction,4,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",4,0
CUST0000087,2023-12-23,Connection Issue,3,Looking for details on estimated vs actual meter readings,10,0
CUST0000087,2023-09-02,Billing Error,4,"Your company is a disaster, I've never dealt with such incompetent service before",2,0
CUST0000087,2024-09-09,Poor Customer Service,5,"I regret ever signing up with this company, worst decision I ever made",20,0
CUST0000087,2023-12-03,Service Outage,2,"Your team handled my move-in process smoothly, very happy with the experience",1,0
CUST0000087,2024-09-24,Connection Issue,5,"Worst customer experience I have ever had in my entire life, absolutely disgusting",1,1
CUST0000087,2023-06-25,Poor Customer Service,3,"Not happy with the rate increase, feels unfair to long-term customers",6,0
CUST0000087,2024-03-29,Billing Error,5,"I've been overcharged for months and nobody will help me, this is theft and fraud",11,0
CUST0000088,2024-09-03,Billing Error,3,Following up on my previous service request submitted last week,4,0
CUST0000088,2023-07-09,Delayed Response,3,"I was promised a callback but never received one, disappointed",8,1
CUST0000090,2024-04-20,Delayed Response,4,"Had to call multiple times to get any kind of response, frustrating",11,0
CUST0000091,2024-06-07,Poor Customer Service,5,How dare you raise rates again after providing such terrible unreliable service,6,1
CUST0000091,2024-11-28,Meter Malfunction,3,I feel like I'm not getting value for what I'm paying every month,3,1
CUST0000091,2024-04-03,Rate Increase,3,"The online portal is confusing and hard to navigate, needs improvement",3,0
CUST0000091,2024-02-26,Meter Malfunction,4,Resolution took much longer than what was originally promised to me,0,1
CUST0000093,2023-06-19,Meter Malfunction,2,Inquiring about payment plan options available for my account,4,0
CUST0000095,2024-07-22,Poor Customer Service,3,The billing cycle change caused confusion on my payment schedule,3,1
CUST0000095,2024-08-07,Meter Malfunction,4,I am extremely frustrated with the complete lack of communication from your team,6,0
CUST0000095,2024-02-24,Meter Malfunction,5,"Nobody seems to care about resolving my issue, this is unacceptable and pathetic",38,1
CUST0000095,2023-10-31,Meter Malfunction,3,I would like to update my contact information on file please,2,0
CUST0000095,2024-01-06,High Bill,3,"Bill seems higher than expected this month, not very happy about it",12,1
CUST0000095,2024-08-30,Rate Increase,5,"I regret ever signing up with this company, worst decision I ever made",5,0
CUST0000095,2024-06-15,Service Outage,4,Resolution took much longer than what was originally promised to me,2,1
CUST0000097,2024-01-19,Rate Increase,3,Power flickering has been an ongoing issue that nobody seems to fix,19,1
CUST0000097,2023-04-12,Delayed Response,2,"Thank you for the clear explanation of my bill, now I understand it fully",13,0
CUST0000098,2023-04-16,Meter Malfunction,1,"Appreciate the prompt service restoration, great job by the crew",9,0
CUST0000098,2024-03-13,Poor Customer Service,4,"Your company is a disaster, I've never dealt with such incompetent service before",11,0
CUST0000099,2023-10-12,Rate Increase,3,Not satisfied with the response I got from the support agent,24,0
CUST0000100,2023-04-28,Meter Malfunction,4,"Your company is a disaster, I've never dealt with such incompetent service before",0,1
CUST0000100,2023-09-10,Connection Issue,3,General account inquiry about my current balance and due date,7,0
CUST0000100,2023-03-12,Connection Issue,3,"The online portal is confusing and hard to navigate, needs improvement",2,0
CUST0000100,2024-09-09,Meter Malfunction,2,Very satisfied with how quickly the outage was resolved in our area,1,1
CUST0000101,2023-01-27,Meter Malfunction,2,General account inquiry about my current balance and due date,16,0
CUST0000102,2023-11-28,Poor Customer Service,2,Calling to verify my autopay is set up correctly for next month,2,1
CUST0000102,2024-06-05,Rate Increase,4,"Terrible service, been waiting for weeks with no resolution whatsoever",5,0
CUST0000102,2023-01-11,High Bill,4,How dare you raise rates again after providing such terrible unreliable service,4,1
CUST0000102,2024-09-27,Delayed Response,5,"Outrageous bills with no explanation, I am seriously considering switching providers immediately",0,0
CUST0000102,2023-11-11,Poor Customer Service,3,Calling to verify my autopay is set up correctly for next month,5,0
CUST0000102,2023-01-07,Delayed Response,4,"Bill seems higher than expected this month, not very happy about it",13,1
CUST0000103,2024-02-26,Poor Customer Service,2,Want to understand the breakdown of charges on my latest bill,4,1
CUST0000104,2024-04-08,Rate Increase,2,Just wanted to confirm receipt of my recent payment submission,8,0
CUST0000104,2023-12-25,Billing Error,2,"Your team handled my move-in process smoothly, very happy with the experience",4,0
CUST0000106,2024-05-18,Billing Error,4,The billing cycle change caused confusion on my payment schedule,0,0
CUST0000106,2024-11-10,Service Outage,2,Very satisfied with how quickly the outage was resolved in our area,19,0
CUST0000106,2024-10-04,Poor Customer Service,2,Asking about the process for transferring service to a new address,8,1
CUST0000106,2023-08-08,Meter Malfunction,2,Need information about available rate plans and any current promotions,1,1
CUST0000106,2024-11-17,Poor Customer Service,4,Service interruption was really inconvenient and disrupted my work,7,0
CUST0000106,2023-08-26,Environmental Concern,4,"I want to cancel my service immediately, this has been an absolute nightmare",10,0
CUST0000107,2024-07-30,Billing Error,2,"Happy with the new rate plan options, they really fit my needs well",6,0
CUST0000107,2024-05-09,Billing Error,3,"Not happy with the rate increase, feels unfair to long-term customers",0,0
CUST0000108,2023-03-06,Environmental Concern,1,Really appreciate the proactive notification about the planned maintenance,2,1
CUST0000108,2023-09-22,Delayed Response,2,Checking on the status of my refund that was processed recently,13,0
CUST0000108,2024-08-07,Poor Customer Service,3,Power flickering has been an ongoing issue that nobody seems to fix,7,0
CUST0000108,2023-05-28,Connection Issue,4,"Disgusting how you treat loyal customers, I'm telling everyone to avoid your company",0,0
CUST0000109,2024-09-21,Service Outage,3,"Bill seems higher than expected this month, not very happy about it",0,0
CUST0000113,2024-05-30,Environmental Concern,2,Impressed by the professionalism of the technician who visited my home,3,0
CUST0000113,2024-04-19,High Bill,1,Pleased with the energy savings tips provided during my last call,4,1
CUST0000113,2023-11-02,Delayed Response,3,The billing cycle change caused confusion on my payment schedule,2,0
CUST0000114,2023-07-28,Rate Increase,4,"The online portal is confusing and hard to navigate, needs improvement",4,1
CUST0000114,2023-12-12,High Bill,4,"The online portal is confusing and hard to navigate, needs improvement",1,0
CUST0000114,2023-12-04,Rate Increase,1,"The autopay setup was easy and the confirmation was immediate, well done",1,0
CUST0000114,2024-03-04,Delayed Response,2,"Happy with the new rate plan options, they really fit my needs well",10,0
CUST0000114,2023-12-04,Billing Error,3,Asking about the process for transferring service to a new address,3,0
CUST0000114,2023-07-23,Poor Customer Service,2,Pleased with the energy savings tips provided during my last call,4,0
CUST0000116,2024-02-28,Environmental Concern,1,"Your team handled my move-in process smoothly, very happy with the experience",0,0
CUST0000119,2023-12-09,Meter Malfunction,2,Calling to verify my autopay is set up correctly for next month,9,0
CUST0000119,2023-01-30,Poor Customer Service,3,Service interruption was really inconvenient and disrupted my work,2,1
CUST0000119,2023-04-05,Poor Customer Service,4,How dare you raise rates again after providing such terrible unreliable service,5,1
CUST0000119,2023-09-11,Environmental Concern,3,The billing cycle change caused confusion on my payment schedule,1,1
CUST0000119,2024-12-25,Environmental Concern,3,Service interruption was really inconvenient and disrupted my work,3,1
CUST0000121,2024-05-19,Rate Increase,3,"Had to call multiple times to get any kind of response, frustrating",16,0
CUST0000121,2024-05-28,Delayed Response,4,"My neighbor has the same plan but pays less, something doesn't add up",2,0
CUST0000121,2023-07-14,Poor Customer Service,3,"Bill seems higher than expected this month, not very happy about it",11,1
CUST0000121,2024-09-21,High Bill,4,The billing cycle change caused confusion on my payment schedule,4,0
CUST0000123,2023-04-28,Rate Increase,2,Need information about available rate plans and any current promotions,6,0
CUST0000123,2023-05-09,Rate Increase,5,"Nobody seems to care about resolving my issue, this is unacceptable and pathetic",8,0
CUST0000123,2023-10-24,Connection Issue,4,Service interruption was really inconvenient and disrupted my work,9,1
CUST0000125,2023-09-16,High Bill,3,I feel like I'm not getting value for what I'm paying every month,2,1
CUST0000125,2023-04-14,Service Outage,2,Requesting meter check at my property at a convenient time,5,0
CUST0000125,2024-08-12,Service Outage,4,Power flickering has been an ongoing issue that nobody seems to fix,15,0
CUST0000125,2023-02-20,Meter Malfunction,3,Requesting meter check at my property at a convenient time,6,0
CUST0000125,2024-01-18,High Bill,3,Question about the peak and off-peak pricing hours for my plan,11,0
CUST0000126,2023-01-28,Service Outage,3,General account inquiry about my current balance and due date,7,0
CUST0000126,2023-05-15,Connection Issue,3,"Had to call multiple times to get any kind of response, frustrating",3,1
CUST0000126,2023-02-18,Service Outage,2,I would like to update my contact information on file please,19,0
CUST0000126,2023-03-11,Connection Issue,2,The new smart meter is working perfectly and I love the detailed usage data,3,1
CUST0000126,2024-08-23,Poor Customer Service,3,The technician didn't show up during the scheduled time window again,4,0
CUST0000126,2024-02-25,Poor Customer Service,3,The technician didn't show up during the scheduled time window again,3,0
CUST0000127,2024-06-26,Environmental Concern,3,Power flickering has been an ongoing issue that nobody seems to fix,11,1
CUST0000127,2024-04-12,Poor Customer Service,4,Resolution took much longer than what was originally promised to me,6,0
CUST0000127,2023-07-27,Meter Malfunction,4,"I've been overcharged for months and nobody will help me, this is theft and fraud",3,1
CUST0000128,2024-12-03,High Bill,2,Looking for details on estimated vs actual meter readings,11,0
CUST0000128,2023-08-27,Environmental Concern,2,Asking about the process for transferring service to a new address,0,0
CUST0000129,2024-02-28,Billing Error,2,Want to understand the breakdown of charges on my latest bill,4,0
CUST0000130,2024-07-14,Service Outage,3,Called to inquire about my bill details and payment options,9,1
CUST0000130,2023-08-15,Connection Issue,1,Customer service representative was very helpful and knowledgeable,0,0
CUST0000130,2023-04-20,Delayed Response,1,The new smart meter is working perfectly and I love the detailed usage data,0,0
CUST0000130,2024-01-03,Poor Customer Service,4,Not satisfied with the response I got from the support agent,1,1
CUST0000130,2023-03-17,Rate Increase,2,"The online portal improvements are excellent, much easier to use now",16,1
CUST0000130,2024-09-06,High Bill,3,"Bill seems higher than expected this month, not very happy about it",0,0
CUST0000131,2023-03-06,Service Outage,1,"Excellent response time to my email inquiry, answered within hours",0,0
CUST0000131,2023-10-21,High Bill,5,I am extremely frustrated with the complete lack of communication from your team,2,0
CUST0000131,2024-10-23,Billing Error,2,Need to schedule a routine maintenance appointment for my meter,2,0
CUST0000131,2024-08-29,Billing Error,3,"The meter reading seems inaccurate again, this keeps happening",1,0
CUST0000131,2024-10-12,Service Outage,3,Want to understand the breakdown of charges on my latest bill,10,1
CUST0000132,2023-10-15,Connection Issue,5,"Worst customer experience I have ever had in my entire life, absolutely disgusting",3,0
CUST0000133,2023-09-08,Rate Increase,3,"My neighbor has the same plan but pays less, something doesn't add up",5,0
CUST0000133,2024-07-22,Connection Issue,4,"This is the third time I've called about the same problem and nothing has been fixed, horrible",2,0
