customer_id,comment,severity
C00043,Could you send me a copy of last month's bill?,1
C00043,I am not satisfied with how my previous complaint was handled.,3
C00044,My bill has errors and I have had to call twice about the same issue.,3
C00046,The email confirmation for my account change took two days to arrive.,2
C00046,I have been trying to get this resolved for two weeks now.,3
C00047,The technician did not show up at the agreed time without any notice.,3
C00047,The website was slow when I tried to log in yesterday.,2
C00047,The website was slow when I tried to log in yesterday.,2
C00048,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5
C00048,The level of service I am receiving is completely unacceptable.,4
C00048,The technician did not show up at the agreed time without any notice.,3
C00049,I want to cancel my account. I have had enough of this terrible service.,5
C00050,My meter reading submission didn't go through on the first try.,2
C00050,I am very unhappy with the service. My complaint from last month is still open.,4
C00050,Could you send me a copy of last month's bill?,1
C00050,Can you confirm my direct debit amount?,1
C00050,"Everything is fine, just updating my details.",1
C00051,I am not satisfied with how my previous complaint was handled.,3
C00051,I would like to know my current contract end date.,1
C00051,I want to switch to paperless billing.,1
C00051,Just checking when my next meter read is scheduled.,1
C00052,I am not satisfied with how my previous complaint was handled.,3
C00052,The level of service I am receiving is completely unacceptable.,4
C00053,I want to switch to paperless billing.,1
C00053,My bill was slightly higher than I expected this month.,2
C00054,I took a day off work for the technician and nobody came.,4
C00054,Your company has overcharged me for months and nobody will fix it.,5
C00056,The website was slow when I tried to log in yesterday.,2
C00056,I had trouble navigating the new online portal at first.,2
C00056,My bill has errors and I have had to call twice about the same issue.,3
C00056,I have escalated this complaint twice and it is still not resolved.,4
C00058,The worst customer experience I have ever had in my life.,5
C00059,The customer service agent I spoke to was not very helpful.,3
C00059,Nobody in your company seems to take responsibility for anything.,4
C00060,"There was a small discrepancy on my statement, now resolved.",2
C00061,I would like to know my current contract end date.,1
C00062,Can you confirm my direct debit amount?,1
C00062,The technician did not show up at the agreed time without any notice.,3
C00063,Your company has overcharged me for months and nobody will fix it.,5
C00063,I waited longer than usual for a callback but it came eventually.,2
C00064,My meter reading submission didn't go through on the first try.,2
C00064,My account was charged incorrectly and I am still waiting for a credit.,3
C00064,Response time was a bit slower than last time I called.,2
C00065,I have been waiting over a week for someone to call me back.,3
C00066,I am going to leave a public review warning everyone about this company.,5
C00067,Can you confirm my direct debit amount?,1
C00067,My meter reading submission didn't go through on the first try.,2
C00067,My bill was slightly higher than I expected this month.,2
C00068,The technician arrived a bit late but did a good job.,2
C00068,This is the third billing error in a row. I am losing patience.,4
C00069,The rate increase was not communicated clearly and came as a surprise.,3
C00069,I need to change my contact phone number on the account.,1
C00070,Nobody in your company seems to take responsibility for anything.,4
C00070,I feel like loyal customers are not being valued the way they should be.,3
C00070,Response time was a bit slower than last time I called.,2
C00071,Could you send me a copy of last month's bill?,1
C00071,Calling to update my billing address.,1
C00072,The website was slow when I tried to log in yesterday.,2
C00073,I have been without power for five days and your team does not care at all.,5
C00073,I have been without power for five days and your team does not care at all.,5
C00073,I have been waiting over a week for someone to call me back.,3
C00073,I would like to check my current balance please.,1
C00074,I am going to leave a public review warning everyone about this company.,5
C00074,Quick question about the new tariff letter I received.,1
C00074,I was on hold for about 20 minutes which felt long.,2
C00074,I had trouble navigating the new online portal at first.,2
C00075,Could you send me a copy of last month's bill?,1
C00075,I would like to know my current contract end date.,1
C00076,I want a full refund and I am cancelling everything today.,5
C00076,My bill has errors and I have had to call twice about the same issue.,3
C00076,The level of service I am receiving is completely unacceptable.,4
C00077,My bill was slightly higher than I expected this month.,2
C00077,My power has been out for two days and nobody has given me an update.,4
C00079,I took a day off work for the technician and nobody came.,4
C00079,Nobody in your company seems to take responsibility for anything.,4
C00080,The website was slow when I tried to log in yesterday.,2
C00080,My account was charged incorrectly and I am still waiting for a credit.,3
C00080,Could you send me a copy of last month's bill?,1
C00080,I have been waiting over a week for someone to call me back.,3
C00080,Your company has overcharged me for months and nobody will fix it.,5
C00081,I am not satisfied with how my previous complaint was handled.,3
C00081,I would like to check my current balance please.,1
C00082,My meter reading submission didn't go through on the first try.,2
C00082,I need to change my contact phone number on the account.,1
C00082,The online chat bot could not help me and I had to call anyway.,3
C00085,I have been trying to get this resolved for two weeks now.,3
C00085,The level of service I am receiving is completely unacceptable.,4
C00086,I was treated rudely on my last call and I want this addressed.,4
C00086,Can you confirm my direct debit amount?,1
C00086,I was treated rudely on my last call and I want this addressed.,4
C00086,I am considering switching providers if this is not fixed immediately.,4
C00088,The rate increase was not communicated clearly and came as a surprise.,3
C00089,The technician did not show up at the agreed time without any notice.,3
C00089,I have escalated this complaint twice and it is still not resolved.,4
C00090,The website was slow when I tried to log in yesterday.,2
C00091,Just checking when my next meter read is scheduled.,1
C00092,The customer service agent I spoke to was not very helpful.,3
C00093,The website was slow when I tried to log in yesterday.,2
C00093,I was on hold for about 20 minutes which felt long.,2
C00094,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5
C00095,This is the third billing error in a row. I am losing patience.,4
C00097,I am not satisfied with how my previous complaint was handled.,3
C00097,I need to change my contact phone number on the account.,1
C00097,My power has been out for two days and nobody has given me an update.,4
C00097,I want a formal complaint registered. This has gone on too long.,4
C00097,I had trouble navigating the new online portal at first.,2
C00097,Quick question about the new tariff letter I received.,1
C00097,Response time was a bit slower than last time I called.,2
C00099,I am very unhappy with the service. My complaint from last month is still open.,4
C00099,I am very unhappy with the service. My complaint from last month is still open.,4
C00100,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5
C00101,"There was a small discrepancy on my statement, now resolved.",2
C00101,My bill has errors and I have had to call twice about the same issue.,3
C00101,The online chat bot could not help me and I had to call anyway.,3
C00102,The website was slow when I tried to log in yesterday.,2
C00102,Calling to update my billing address.,1
C00102,The website was slow when I tried to log in yesterday.,2
C00103,The worst customer experience I have ever had in my life.,5
C00104,The customer service agent I spoke to was not very helpful.,3
C00104,I would like to check my current balance please.,1
C00105,I have been waiting over a week for someone to call me back.,3
C00106,I am switching providers immediately. I cannot tolerate this incompetence.,5
C00106,I would like to check my current balance please.,1
C00106,The rate increase was not communicated clearly and came as a surprise.,3
C00107,I feel like loyal customers are not being valued the way they should be.,3
C00107,I want a full refund and I am cancelling everything today.,5
C00109,I want to switch to paperless billing.,1
C00109,The technician did not show up at the agreed time without any notice.,3
C00110,The technician arrived a bit late but did a good job.,2
C00110,My bill was slightly higher than I expected this month.,2
C00110,The level of service I am receiving is completely unacceptable.,4
C00111,My account was charged incorrectly and I am still waiting for a credit.,3
C00112,I was on hold for about 20 minutes which felt long.,2
C00113,My account was charged incorrectly and I am still waiting for a credit.,3
C00113,I need to change my contact phone number on the account.,1
C00113,The customer service agent I spoke to was not very helpful.,3
C00115,Your company has overcharged me for months and nobody will fix it.,5
C00115,I have been waiting over a week for someone to call me back.,3
C00115,My bill has errors and I have had to call twice about the same issue.,3
C00116,My bill was slightly higher than I expected this month.,2
C00117,I am switching providers immediately. I cannot tolerate this incompetence.,5
C00118,My power has been out for two days and nobody has given me an update.,4
C00118,I need to change my contact phone number on the account.,1
C00118,I want a full refund and I am cancelling everything today.,5
C00119,I need to change my contact phone number on the account.,1
C00119,The customer service agent I spoke to was not very helpful.,3
C00119,The website was slow when I tried to log in yesterday.,2
C00120,The online chat bot could not help me and I had to call anyway.,3
C00120,I was on hold for about 20 minutes which felt long.,2
C00120,I have been without power for five days and your team does not care at all.,5
C00121,I want a full refund and I am cancelling everything today.,5
C00121,My bill was slightly higher than I expected this month.,2
C00122,Just checking when my next meter read is scheduled.,1
C00122,The customer service agent I spoke to was not very helpful.,3
C00123,My bill has errors and I have had to call twice about the same issue.,3
C00124,I am considering switching providers if this is not fixed immediately.,4
C00124,The online chat bot could not help me and I had to call anyway.,3
C00125,My bill has errors and I have had to call twice about the same issue.,3
C00125,Calling to update my billing address.,1
C00125,The online chat bot could not help me and I had to call anyway.,3
C00127,The email confirmation for my account change took two days to arrive.,2
C00127,The rate increase was not communicated clearly and came as a surprise.,3
C00127,I have been waiting over a week for someone to call me back.,3
C00128,The rate increase was not communicated clearly and came as a surprise.,3
C00128,I am not satisfied with how my previous complaint was handled.,3
C00131,I feel like loyal customers are not being valued the way they should be.,3
C00131,My meter reading submission didn't go through on the first try.,2
C00131,Just checking when my next meter read is scheduled.,1
C00132,My bill was slightly higher than I expected this month.,2
C00133,I want to switch to paperless billing.,1
C00133,I would like to check my current balance please.,1
C00133,I waited longer than usual for a callback but it came eventually.,2
C00133,The rate increase was not communicated clearly and came as a surprise.,3
C00134,My meter reading submission didn't go through on the first try.,2
C00134,I have been waiting over a week for someone to call me back.,3
C00134,I had trouble navigating the new online portal at first.,2
C00135,My meter reading submission didn't go through on the first try.,2
C00136,Response time was a bit slower than last time I called.,2
C00136,I feel like loyal customers are not being valued the way they should be.,3
C00136,I am not satisfied with how my previous complaint was handled.,3
C00137,My bill has errors and I have had to call twice about the same issue.,3
C00137,Quick question about the new tariff letter I received.,1
C00139,I have been trying to get this resolved for two weeks now.,3
C00140,The website was slow when I tried to log in yesterday.,2
C00141,Response time was a bit slower than last time I called.,2
C00141,The worst customer experience I have ever had in my life.,5
C00142,The rate increase was not communicated clearly and came as a surprise.,3
C00142,I need to change my contact phone number on the account.,1
C00142,The website was slow when I tried to log in yesterday.,2
C00143,I want to switch to paperless billing.,1
C00143,The rate increase was not communicated clearly and came as a surprise.,3
C00143,I have been trying to get this resolved for two weeks now.,3
C00143,I was treated rudely on my last call and I want this addressed.,4
C00144,My power has been out for two days and nobody has given me an update.,4
C00144,The technician did not show up at the agreed time without any notice.,3
C00144,Response time was a bit slower than last time I called.,2
C00145,The technician arrived a bit late but did a good job.,2
C00145,I was on hold for about 20 minutes which felt long.,2
C00147,The online chat bot could not help me and I had to call anyway.,3
C00148,Just checking when my next meter read is scheduled.,1
C00148,My meter reading submission didn't go through on the first try.,2
C00149,I would like to know my current contract end date.,1
C00149,I have been waiting over a week for someone to call me back.,3
C00151,The rate increase was not communicated clearly and came as a surprise.,3
C00151,The level of service I am receiving is completely unacceptable.,4
C00151,I waited longer than usual for a callback but it came eventually.,2
C00151,I am not satisfied with how my previous complaint was handled.,3
C00152,Calling to update my billing address.,1
C00153,The email confirmation for my account change took two days to arrive.,2
C00153,The technician did not show up at the agreed time without any notice.,3
C00153,The website was slow when I tried to log in yesterday.,2
C00154,I am very unhappy with the service. My complaint from last month is still open.,4
C00154,I have been waiting over a week for someone to call me back.,3
C00154,I have escalated this complaint twice and it is still not resolved.,4
C00155,I feel like loyal customers are not being valued the way they should be.,3
C00155,I am not satisfied with how my previous complaint was handled.,3
C00156,I am going to leave a public review warning everyone about this company.,5
C00156,"Everything is fine, just updating my details.",1
C00156,I was on hold for about 20 minutes which felt long.,2
C00156,Quick question about the new tariff letter I received.,1
C00157,I would like to check my current balance please.,1
C00157,I have been trying to get this resolved for two weeks now.,3
C00158,"Everything is fine, just updating my details.",1
C00158,I am going to leave a public review warning everyone about this company.,5
C00158,"Everything is fine, just updating my details.",1
C00159,I would like to check my current balance please.,1
C00159,The customer service agent I spoke to was not very helpful.,3
C00160,The rate increase was not communicated clearly and came as a surprise.,3
C00160,I waited longer than usual for a callback but it came eventually.,2
C00160,My bill has errors and I have had to call twice about the same issue.,3
C00161,My account was charged incorrectly and I am still waiting for a credit.,3
C00163,I feel like loyal customers are not being valued the way they should be.,3
C00163,The technician arrived a bit late but did a good job.,2
C00163,The email confirmation for my account change took two days to arrive.,2
C00164,I am considering switching providers if this is not fixed immediately.,4
C00165,My bill was slightly higher than I expected this month.,2
C00165,The technician did not show up at the agreed time without any notice.,3
C00165,I am very unhappy with the service. My complaint from last month is still open.,4
C00165,I feel like loyal customers are not being valued the way they should be.,3
C00166,The customer service agent I spoke to was not very helpful.,3
C00167,I am contacting my lawyer. This is negligent and completely unacceptable.,5
C00168,My bill has errors and I have had to call twice about the same issue.,3
C00168,My power has been out for two days and nobody has given me an update.,4
C00169,The online chat bot could not help me and I had to call anyway.,3
C00169,I have escalated this complaint twice and it is still not resolved.,4
C00170,I need to change my contact phone number on the account.,1
C00170,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5
C00170,Nobody in your company seems to take responsibility for anything.,4
C00171,My meter reading submission didn't go through on the first try.,2
C00171,The technician did not show up at the agreed time without any notice.,3
C00172,I need to change my contact phone number on the account.,1
C00172,I was on hold for about 20 minutes which felt long.,2
C00173,I have been trying to get this resolved for two weeks now.,3
C00174,The level of service I am receiving is completely unacceptable.,4
C00175,Quick question about the new tariff letter I received.,1
C00176,My bill was slightly higher than I expected this month.,2
C00176,I am very unhappy with the service. My complaint from last month is still open.,4
C00177,My account was charged incorrectly and I am still waiting for a credit.,3
C00178,I would like to check my current balance please.,1
C00180,My bill has errors and I have had to call twice about the same issue.,3
C00180,Response time was a bit slower than last time I called.,2
C00180,My account was charged incorrectly and I am still waiting for a credit.,3
C00180,Calling to update my billing address.,1
C00181,Nobody in your company seems to take responsibility for anything.,4
C00181,My power has been out for two days and nobody has given me an update.,4
C00183,I have been trying to get this resolved for two weeks now.,3
C00183,Nobody in your company seems to take responsibility for anything.,4
C00183,I am switching providers immediately. I cannot tolerate this incompetence.,5
C00183,The customer service agent I spoke to was not very helpful.,3
C00183,I would like to check my current balance please.,1
C00183,My meter reading submission didn't go through on the first try.,2
C00183,"Three technicians, three no-shows. I have lost my patience entirely.",5
C00184,The rate increase was not communicated clearly and came as a surprise.,3
C00184,Calling to update my billing address.,1
C00184,Response time was a bit slower than last time I called.,2
C00187,Just checking when my next meter read is scheduled.,1
C00187,The customer service agent I spoke to was not very helpful.,3
C00187,"Everything is fine, just updating my details.",1
C00187,The rate increase was not communicated clearly and came as a surprise.,3
C00187,The customer service agent I spoke to was not very helpful.,3
C00188,Your company has overcharged me for months and nobody will fix it.,5
C00189,"Everything is fine, just updating my details.",1
C00189,I took a day off work for the technician and nobody came.,4
C00189,I want a formal complaint registered. This has gone on too long.,4
C00190,Could you send me a copy of last month's bill?,1
C00190,I am contacting my lawyer. This is negligent and completely unacceptable.,5
C00190,I need to change my contact phone number on the account.,1
C00191,I waited longer than usual for a callback but it came eventually.,2
C00191,My meter reading submission didn't go through on the first try.,2
C00191,I need to change my contact phone number on the account.,1
C00191,I feel like loyal customers are not being valued the way they should be.,3
C00192,The technician did not show up at the agreed time without any notice.,3
C00193,I feel like loyal customers are not being valued the way they should be.,3
C00194,The technician arrived a bit late but did a good job.,2
C00195,I was on hold for about 20 minutes which felt long.,2
C00195,I feel like loyal customers are not being valued the way they should be.,3
C00195,I was on hold for about 20 minutes which felt long.,2
C00195,I was treated rudely on my last call and I want this addressed.,4
C00195,The level of service I am receiving is completely unacceptable.,4
C00196,I had trouble navigating the new online portal at first.,2
C00197,Quick question about the new tariff letter I received.,1
C00197,I was on hold for about 20 minutes which felt long.,2
C00197,I would like to know my current contract end date.,1
C00198,My bill has errors and I have had to call twice about the same issue.,3
C00199,I have been waiting over a week for someone to call me back.,3
C00201,This is the third billing error in a row. I am losing patience.,4
C00201,I had trouble navigating the new online portal at first.,2
C00202,I want to switch to paperless billing.,1
C00202,I would like to know my current contract end date.,1
C00202,My power has been out for two days and nobody has given me an update.,4
C00202,The online chat bot could not help me and I had to call anyway.,3
C00203,I waited longer than usual for a callback but it came eventually.,2
C00204,I need to change my contact phone number on the account.,1
C00204,The technician arrived a bit late but did a good job.,2
C00204,I have been trying to get this resolved for two weeks now.,3
C00206,"Three technicians, three no-shows. I have lost my patience entirely.",5
C00206,I am contacting my lawyer. This is negligent and completely unacceptable.,5
C00207,I am switching providers immediately. I cannot tolerate this incompetence.,5
C00207,The rate increase was not communicated clearly and came as a surprise.,3
C00208,I was on hold for about 20 minutes which felt long.,2
C00208,I would like to check my current balance please.,1
C00209,My account was charged incorrectly and I am still waiting for a credit.,3
C00210,Calling to update my billing address.,1
C00211,I am considering switching providers if this is not fixed immediately.,4
C00212,The rate increase was not communicated clearly and came as a surprise.,3
C00213,I took a day off work for the technician and nobody came.,4
C00213,My bill has errors and I have had to call twice about the same issue.,3
C00213,The website was slow when I tried to log in yesterday.,2
C00215,My account was charged incorrectly and I am still waiting for a credit.,3
C00215,I am very unhappy with the service. My complaint from last month is still open.,4
C00216,Your company has overcharged me for months and nobody will fix it.,5
C00216,I want to cancel my account. I have had enough of this terrible service.,5
C00217,I need to change my contact phone number on the account.,1
C00217,This is the third billing error in a row. I am losing patience.,4
C00218,Quick question about the new tariff letter I received.,1
C00218,The website was slow when I tried to log in yesterday.,2
C00219,I took a day off work for the technician and nobody came.,4
C00219,I had trouble navigating the new online portal at first.,2
C00220,I was on hold for about 20 minutes which felt long.,2
C00220,I was on hold for about 20 minutes which felt long.,2
C00220,Calling to update my billing address.,1
C00220,I was on hold for about 20 minutes which felt long.,2
C00220,My bill was slightly higher than I expected this month.,2
C00221,The email confirmation for my account change took two days to arrive.,2
C00221,I took a day off work for the technician and nobody came.,4
C00221,I had trouble navigating the new online portal at first.,2
C00222,I have been trying to get this resolved for two weeks now.,3
C00223,The customer service agent I spoke to was not very helpful.,3
C00224,My bill has errors and I have had to call twice about the same issue.,3
C00226,Can you confirm my direct debit amount?,1
C00226,Could you send me a copy of last month's bill?,1
C00227,Response time was a bit slower than last time I called.,2
C00228,"Everything is fine, just updating my details.",1
C00230,I was treated rudely on my last call and I want this addressed.,4
C00230,"Everything is fine, just updating my details.",1
C00230,I am not satisfied with how my previous complaint was handled.,3
C00230,The online chat bot could not help me and I had to call anyway.,3
C00231,I would like to know my current contract end date.,1
C00231,Quick question about the new tariff letter I received.,1
C00231,Nobody in your company seems to take responsibility for anything.,4
C00232,My meter reading submission didn't go through on the first try.,2
C00232,The website was slow when I tried to log in yesterday.,2
C00233,My account was charged incorrectly and I am still waiting for a credit.,3
C00233,Just checking when my next meter read is scheduled.,1
C00233,My bill was slightly higher than I expected this month.,2
C00233,The website was slow when I tried to log in yesterday.,2
C00234,I took a day off work for the technician and nobody came.,4
C00234,I would like to know my current contract end date.,1
C00234,The technician did not show up at the agreed time without any notice.,3
C00235,The email confirmation for my account change took two days to arrive.,2
C00235,I am not satisfied with how my previous complaint was handled.,3
C00235,The customer service agent I spoke to was not very helpful.,3
C00237,I am very unhappy with the service. My complaint from last month is still open.,4
C00237,The website was slow when I tried to log in yesterday.,2
C00239,I have been trying to get this resolved for two weeks now.,3
C00239,The customer service agent I spoke to was not very helpful.,3
C00239,I have been waiting over a week for someone to call me back.,3
C00240,I was treated rudely on my last call and I want this addressed.,4
C00240,I was on hold for about 20 minutes which felt long.,2
C00240,I want to switch to paperless billing.,1
C00241,I am contacting my lawyer. This is negligent and completely unacceptable.,5
C00241,Response time was a bit slower than last time I called.,2
C00242,I took a day off work for the technician and nobody came.,4
C00242,I was on hold for about 20 minutes which felt long.,2
C00242,I have escalated this complaint twice and it is still not resolved.,4
C00243,My account was charged incorrectly and I am still waiting for a credit.,3
C00244,My bill was slightly higher than I expected this month.,2
C00245,I have been trying to get this resolved for two weeks now.,3
C00245,I have been waiting over a week for someone to call me back.,3
C00246,The online chat bot could not help me and I had to call anyway.,3
C00247,My meter reading submission didn't go through on the first try.,2
C00247,I took a day off work for the technician and nobody came.,4
C00247,I was on hold for about 20 minutes which felt long.,2
C00247,I had trouble navigating the new online portal at first.,2
C00247,I have been waiting over a week for someone to call me back.,3
C00248,The level of service I am receiving is completely unacceptable.,4
C00248,I had trouble navigating the new online portal at first.,2
C00249,I feel like loyal customers are not being valued the way they should be.,3
C00249,The customer service agent I spoke to was not very helpful.,3
C00249,The email confirmation for my account change took two days to arrive.,2
C00250,My bill was slightly higher than I expected this month.,2
C00250,The level of service I am receiving is completely unacceptable.,4
C00250,I took a day off work for the technician and nobody came.,4
C00250,Your company has overcharged me for months and nobody will fix it.,5
C00251,The level of service I am receiving is completely unacceptable.,4
C00251,The email confirmation for my account change took two days to arrive.,2
C00251,"There was a small discrepancy on my statement, now resolved.",2
C00252,I have been waiting over a week for someone to call me back.,3
C00252,I have been trying to get this resolved for two weeks now.,3
C00253,I am considering switching providers if this is not fixed immediately.,4
C00254,I want to switch to paperless billing.,1
C00254,The online chat bot could not help me and I had to call anyway.,3
C00254,The customer service agent I spoke to was not very helpful.,3
C00256,The technician arrived a bit late but did a good job.,2
C00256,I had trouble navigating the new online portal at first.,2
C00256,The customer service agent I spoke to was not very helpful.,3
C00256,I waited longer than usual for a callback but it came eventually.,2
C00256,"There was a small discrepancy on my statement, now resolved.",2
C00257,Just checking when my next meter read is scheduled.,1
C00258,I would like to check my current balance please.,1
C00258,I am considering switching providers if this is not fixed immediately.,4
C00258,The online chat bot could not help me and I had to call anyway.,3
C00259,I want to switch to paperless billing.,1
C00260,I have been waiting over a week for someone to call me back.,3
C00261,Response time was a bit slower than last time I called.,2
C00261,I waited longer than usual for a callback but it came eventually.,2
C00261,I took a day off work for the technician and nobody came.,4
C00261,The rate increase was not communicated clearly and came as a surprise.,3
C00261,Quick question about the new tariff letter I received.,1
C00262,I want a formal complaint registered. This has gone on too long.,4
C00263,The email confirmation for my account change took two days to arrive.,2
C00264,I need to change my contact phone number on the account.,1
C00264,Can you confirm my direct debit amount?,1
C00264,My bill has errors and I have had to call twice about the same issue.,3
C00265,My bill was slightly higher than I expected this month.,2
C00267,My bill has errors and I have had to call twice about the same issue.,3
C00267,I had trouble navigating the new online portal at first.,2
C00267,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5
C00267,"There was a small discrepancy on my statement, now resolved.",2
C00268,The rate increase was not communicated clearly and came as a surprise.,3
C00268,I was on hold for about 20 minutes which felt long.,2
C00268,The customer service agent I spoke to was not very helpful.,3
C00269,My bill was slightly higher than I expected this month.,2
C00269,My bill was slightly higher than I expected this month.,2
C00269,The email confirmation for my account change took two days to arrive.,2
C00270,"Everything is fine, just updating my details.",1
C00270,I want a formal complaint registered. This has gone on too long.,4
C00270,The email confirmation for my account change took two days to arrive.,2
C00271,The technician did not show up at the agreed time without any notice.,3
C00271,This is the third billing error in a row. I am losing patience.,4
C00271,I would like to know my current contract end date.,1
C00271,Can you confirm my direct debit amount?,1
C00271,I have been waiting over a week for someone to call me back.,3
C00272,Quick question about the new tariff letter I received.,1
C00272,The customer service agent I spoke to was not very helpful.,3
C00273,I took a day off work for the technician and nobody came.,4
C00273,Response time was a bit slower than last time I called.,2
C00274,I took a day off work for the technician and nobody came.,4
C00274,The website was slow when I tried to log in yesterday.,2
C00275,I am very unhappy with the service. My complaint from last month is still open.,4
C00275,Nobody in your company seems to take responsibility for anything.,4
C00275,I am not satisfied with how my previous complaint was handled.,3
C00275,Quick question about the new tariff letter I received.,1
C00275,The technician arrived a bit late but did a good job.,2
C00275,"There was a small discrepancy on my statement, now resolved.",2
C00276,My meter reading submission didn't go through on the first try.,2
