customer_id,complaint_date,complaint_category,comment,severity,resolution_time_days,escalated,resolved
C00077,2022-07-02,Meter Reading,The new meter reading service is fantastic.,3,4,0,1
C00078,2023-08-09,Meter Reading,The outage was resolved. It would have been nice to get a notification.,5,16,0,0
C00078,2024-05-04,Account Management,My service was cut off without warning. I demand an explanation.,5,11,1,0
C00078,2022-04-19,Account Management,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,12,0,1
C00079,2024-10-16,Outage,The outage was resolved. It would have been nice to get a notification.,3,10,0,1
C00079,2024-05-14,Billing,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,6,1,0
C00079,2023-02-25,Meter Reading,My outage has been going on for 5 days and no one cares. Disgusting.,3,6,0,1
C00079,2023-10-13,Billing,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,26,1,0
C00079,2023-11-20,Service Quality,The technician never showed up. I took a day off work for nothing.,5,24,1,0
C00079,2022-01-09,Meter Reading,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,25,0,0
C00080,2024-04-28,Billing,"Very happy with the service, everything works great.",2,2,1,0
C00081,2022-08-15,Billing,My service was cut off without warning. I demand an explanation.,2,4,0,0
C00082,2023-05-07,Outage,My billing issue was resolved within hours. Highly recommend.,2,6,1,1
C00083,2023-02-25,Technical,This is the worst experience I have ever had. Planning to switch provider immediately.,4,27,0,0
C00083,2023-02-16,Service Quality,The technician never showed up. I took a day off work for nothing.,4,10,0,1
C00083,2023-06-05,Outage,The technician never showed up. I took a day off work for nothing.,3,19,0,1
C00083,2023-01-03,Outage,The technician never showed up. I took a day off work for nothing.,5,13,1,0
C00083,2023-02-17,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,10,0,0
C00083,2023-04-25,Technical,Had to follow up twice to get my meter reading corrected.,4,11,1,0
C00084,2022-02-26,Billing,"Love the online portal, makes managing my account super easy.",1,2,0,1
C00085,2022-01-22,Meter Reading,Technician arrived on time but the fix took longer than expected.,3,0,1,1
C00085,2022-04-21,Meter Reading,The technician never showed up. I took a day off work for nothing.,1,7,0,1
C00086,2023-05-06,Account Management,Technician arrived on time but the fix took longer than expected.,5,9,0,0
C00086,2022-01-02,Billing,My outage has been going on for 5 days and no one cares. Disgusting.,4,15,1,1
C00086,2023-04-09,Service Quality,The outage was resolved. It would have been nice to get a notification.,3,27,1,1
C00086,2022-01-22,Account Management,My service was cut off without warning. I demand an explanation.,4,20,1,0
C00086,2022-03-23,Outage,Had to follow up twice to get my meter reading corrected.,5,29,0,1
C00086,2022-01-10,Outage,Had to follow up twice to get my meter reading corrected.,3,11,0,1
C00087,2024-12-21,Technical,"Great experience, the technician was professional and efficient.",2,1,0,1
C00088,2024-02-14,Service Quality,My service was cut off without warning. I demand an explanation.,3,0,1,0
C00088,2023-02-19,Service Quality,Technician arrived on time but the fix took longer than expected.,2,0,0,1
C00089,2024-05-06,Account Management,"Great experience, the technician was professional and efficient.",1,3,0,1
C00090,2024-12-09,Billing,The support team was extremely helpful and resolved my issue quickly.,3,5,0,1
C00090,2022-10-04,Meter Reading,Service interruption was brief. Would like better communication next time.,3,1,0,1
C00091,2024-03-11,Technical,The outage was resolved. It would have been nice to get a notification.,1,2,0,1
C00091,2022-02-14,Billing,Nothing special to report. Service has been average.,3,4,0,1
C00092,2022-03-03,Meter Reading,The support team was extremely helpful and resolved my issue quickly.,1,1,0,1
C00094,2022-02-06,Outage,The outage was resolved. It would have been nice to get a notification.,3,15,1,0
C00094,2023-04-15,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,5,8,0,0
C00094,2022-08-02,Technical,I am absolutely furious — my bill doubled for no reason and no one can explain it.,5,19,1,0
C00094,2024-04-19,Outage,I am absolutely furious — my bill doubled for no reason and no one can explain it.,4,22,0,0
C00097,2022-09-02,Technical,Account change was processed but took a few extra days.,1,6,0,1
C00097,2023-08-15,Technical,Very pleased with the resolution. Great team.,1,3,0,1
C00098,2022-05-18,Technical,The outage was resolved. It would have been nice to get a notification.,2,1,0,1
C00098,2022-11-06,Service Quality,Very pleased with the resolution. Great team.,3,0,0,1
C00100,2024-04-15,Account Management,Nothing special to report. Service has been average.,5,15,0,1
C00100,2024-08-16,Service Quality,I am done. Switching to a competitor as soon as possible. Nightmare.,4,20,0,0
C00100,2024-10-12,Meter Reading,I am done. Switching to a competitor as soon as possible. Nightmare.,3,8,0,1
C00100,2023-04-15,Technical,The support person was polite but couldn't fully resolve my issue.,3,13,1,1
C00100,2024-05-28,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,26,1,1
C00100,2024-12-08,Technical,Unresponsive support and endless hold times. Absolutely awful.,4,18,0,0
C00101,2022-06-03,Service Quality,Service interruption was brief. Would like better communication next time.,1,0,0,1
C00101,2024-09-03,Billing,My billing issue was resolved within hours. Highly recommend.,3,7,0,1
C00102,2023-02-05,Meter Reading,Very pleased with the resolution. Great team.,3,7,0,0
C00102,2024-02-10,Account Management,"Excellent response time, I am very satisfied.",1,7,0,0
C00105,2024-05-15,Meter Reading,Service interruption was brief. Would like better communication next time.,1,6,0,0
C00105,2024-10-14,Billing,My service was cut off without warning. I demand an explanation.,1,5,1,1
C00106,2022-11-04,Account Management,Billing errors again! Third month in a row. Completely incompetent.,2,3,0,1
C00108,2022-10-12,Meter Reading,Service interruption was brief. Would like better communication next time.,3,26,0,0
C00108,2023-04-27,Account Management,The support person was polite but couldn't fully resolve my issue.,5,26,1,1
C00108,2023-03-22,Outage,The technician never showed up. I took a day off work for nothing.,4,15,0,0
C00109,2024-07-23,Service Quality,Technician arrived on time but the fix took longer than expected.,2,7,0,1
C00109,2023-08-28,Technical,"Quick and helpful customer service, thank you!",3,2,0,1
C00110,2022-08-17,Outage,Very pleased with the resolution. Great team.,3,3,0,1
C00112,2023-03-18,Technical,"Great experience, the technician was professional and efficient.",3,1,0,0
C00112,2023-01-28,Account Management,I have called 7 times and nobody fixes the problem. I want to cancel my account.,1,1,1,0
C00113,2024-08-25,Outage,Technician arrived on time but the fix took longer than expected.,3,6,0,1
C00113,2024-04-24,Meter Reading,"Very happy with the service, everything works great.",3,7,0,1
C00115,2024-04-09,Outage,"Quick and helpful customer service, thank you!",2,6,0,1
C00115,2023-06-05,Meter Reading,Very pleased with the resolution. Great team.,3,0,0,1
C00118,2024-07-23,Outage,This is the worst experience I have ever had. Planning to switch provider immediately.,5,29,0,1
C00118,2023-03-17,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,3,9,1,1
C00118,2023-01-16,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,5,28,0,1
C00119,2023-07-26,Outage,The support team was extremely helpful and resolved my issue quickly.,3,6,0,1
C00119,2024-03-09,Billing,Billing errors again! Third month in a row. Completely incompetent.,2,7,0,1
C00120,2024-03-06,Account Management,Had to follow up twice to get my meter reading corrected.,2,2,0,1
C00124,2024-04-12,Billing,"Great experience, the technician was professional and efficient.",3,5,0,1
C00127,2024-04-10,Outage,Billing seems correct this month. Last month there was a small issue.,1,1,0,1
C00127,2024-11-08,Meter Reading,"Outstanding service quality, no issues whatsoever.",1,0,0,1
C00129,2023-12-27,Billing,The outage was resolved. It would have been nice to get a notification.,1,4,0,1
C00130,2023-03-19,Meter Reading,"Great experience, the technician was professional and efficient.",1,4,0,0
C00133,2024-07-01,Technical,Unresponsive support and endless hold times. Absolutely awful.,4,20,0,1
C00133,2024-12-25,Technical,My service was cut off without warning. I demand an explanation.,3,10,0,0
C00133,2024-08-09,Service Quality,Billing errors again! Third month in a row. Completely incompetent.,4,24,1,0
C00134,2022-07-11,Technical,"Very happy with the service, everything works great.",2,6,0,1
C00135,2022-09-24,Account Management,Nothing special to report. Service has been average.,3,4,0,1
C00136,2022-08-15,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,3,0,1
C00137,2023-06-22,Technical,Account change was processed but took a few extra days.,2,2,0,0
C00139,2024-04-19,Account Management,I am done. Switching to a competitor as soon as possible. Nightmare.,4,15,0,1
C00139,2022-05-26,Outage,My outage has been going on for 5 days and no one cares. Disgusting.,3,21,1,1
C00139,2022-10-11,Meter Reading,My outage has been going on for 5 days and no one cares. Disgusting.,5,23,0,0
C00140,2023-04-28,Service Quality,The support person was polite but couldn't fully resolve my issue.,4,10,1,0
C00140,2022-07-17,Outage,Service interruption was brief. Would like better communication next time.,4,5,0,0
C00140,2022-09-08,Account Management,Unresponsive support and endless hold times. Absolutely awful.,3,20,0,1
C00142,2023-03-09,Service Quality,Billing errors again! Third month in a row. Completely incompetent.,4,20,1,1
C00142,2023-09-17,Service Quality,I have called 7 times and nobody fixes the problem. I want to cancel my account.,4,5,0,1
C00142,2023-12-12,Outage,Unresponsive support and endless hold times. Absolutely awful.,3,5,1,0
C00142,2023-10-28,Billing,Account change was processed but took a few extra days.,3,24,0,0
C00142,2024-12-02,Service Quality,My service was cut off without warning. I demand an explanation.,4,25,1,0
C00143,2024-05-19,Service Quality,My outage has been going on for 5 days and no one cares. Disgusting.,3,26,1,0
C00143,2024-12-12,Outage,Billing errors again! Third month in a row. Completely incompetent.,4,28,1,1
C00143,2022-05-04,Meter Reading,The outage was resolved. It would have been nice to get a notification.,4,23,0,0
C00143,2022-01-18,Account Management,My outage has been going on for 5 days and no one cares. Disgusting.,4,6,1,0
C00143,2023-11-09,Billing,Technician arrived on time but the fix took longer than expected.,4,7,0,1
C00143,2023-07-06,Meter Reading,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,23,0,1
C00145,2024-10-05,Meter Reading,No major problems but the website is a bit slow.,1,4,0,1
C00146,2023-10-20,Service Quality,"Quick and helpful customer service, thank you!",1,1,0,1
C00148,2022-05-15,Technical,"Excellent response time, I am very satisfied.",3,5,0,1
C00148,2024-04-06,Technical,"Love the online portal, makes managing my account super easy.",2,1,0,1
C00149,2024-07-16,Meter Reading,"Quick and helpful customer service, thank you!",2,3,0,1
C00149,2022-06-25,Outage,Nothing special to report. Service has been average.,3,4,0,0
C00150,2024-05-23,Account Management,Very pleased with the resolution. Great team.,2,3,0,1
C00151,2023-07-27,Service Quality,Billing errors again! Third month in a row. Completely incompetent.,4,13,0,0
C00151,2023-10-11,Account Management,Account change was processed but took a few extra days.,3,29,0,1
C00151,2022-12-14,Outage,My service was cut off without warning. I demand an explanation.,4,5,0,1
C00151,2022-08-22,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,4,5,0,1
C00152,2023-12-12,Technical,"Love the online portal, makes managing my account super easy.",2,0,0,1
C00153,2023-11-14,Account Management,Technician arrived on time but the fix took longer than expected.,1,0,0,1
C00154,2022-11-26,Outage,Very pleased with the resolution. Great team.,3,4,0,1
C00155,2024-06-23,Meter Reading,"Excellent response time, I am very satisfied.",3,0,0,1
C00155,2024-10-28,Meter Reading,The outage was resolved. It would have been nice to get a notification.,3,7,0,0
C00156,2023-10-27,Billing,I am absolutely furious — my bill doubled for no reason and no one can explain it.,2,5,0,1
C00156,2022-07-27,Billing,The outage was resolved. It would have been nice to get a notification.,1,4,0,1
C00157,2024-04-01,Technical,Service interruption was brief. Would like better communication next time.,2,0,0,1
C00157,2024-12-22,Billing,"Great experience, the technician was professional and efficient.",3,1,0,1
C00158,2024-12-22,Billing,Technician arrived on time but the fix took longer than expected.,1,2,0,1
C00158,2024-02-21,Meter Reading,"Great experience, the technician was professional and efficient.",2,5,0,1
C00162,2022-06-02,Service Quality,The new meter reading service is fantastic.,3,3,0,1
C00164,2024-11-24,Meter Reading,I am absolutely furious — my bill doubled for no reason and no one can explain it.,2,1,0,1
C00165,2022-04-13,Outage,No major problems but the website is a bit slow.,5,9,0,0
C00165,2022-05-18,Billing,Account change was processed but took a few extra days.,5,28,0,1
C00165,2024-03-20,Meter Reading,I am absolutely furious — my bill doubled for no reason and no one can explain it.,3,7,0,0
C00165,2022-09-15,Outage,Unresponsive support and endless hold times. Absolutely awful.,3,18,1,0
C00166,2022-07-18,Billing,The outage was resolved. It would have been nice to get a notification.,2,5,0,1
C00166,2023-07-24,Account Management,Had to follow up twice to get my meter reading corrected.,3,0,0,1
C00167,2022-10-13,Meter Reading,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,5,0,0
C00167,2023-10-04,Billing,My billing issue was resolved within hours. Highly recommend.,3,2,0,0
C00168,2023-02-11,Account Management,Unresponsive support and endless hold times. Absolutely awful.,5,17,1,1
C00168,2024-04-17,Technical,The technician never showed up. I took a day off work for nothing.,3,19,0,1
C00168,2024-09-02,Billing,Service is generally okay. Had a minor billing discrepancy last month.,4,23,0,0
C00168,2024-12-08,Technical,Unresponsive support and endless hold times. Absolutely awful.,5,7,0,1
C00169,2024-09-10,Technical,"Great experience, the technician was professional and efficient.",2,2,0,1
C00170,2024-06-09,Meter Reading,No major problems but the website is a bit slow.,2,2,1,1
C00173,2024-10-02,Service Quality,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,5,1,1
C00175,2022-07-25,Outage,Billing seems correct this month. Last month there was a small issue.,3,4,0,0
C00175,2024-09-24,Service Quality,The support team was extremely helpful and resolved my issue quickly.,1,6,0,1
C00176,2024-01-15,Outage,"Quick and helpful customer service, thank you!",2,3,0,1
C00176,2023-02-08,Technical,"Outstanding service quality, no issues whatsoever.",3,7,0,1
C00178,2024-11-12,Service Quality,Nothing special to report. Service has been average.,2,7,0,1
C00180,2023-06-17,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",3,5,0,1
C00181,2024-12-19,Billing,"Very happy with the service, everything works great.",3,0,0,1
C00182,2023-10-19,Outage,The technician never showed up. I took a day off work for nothing.,5,11,0,1
C00182,2023-01-27,Meter Reading,Service interruption was brief. Would like better communication next time.,4,11,0,0
C00182,2023-12-27,Billing,Account change was processed but took a few extra days.,4,15,0,0
C00184,2022-07-17,Account Management,I am absolutely furious — my bill doubled for no reason and no one can explain it.,2,5,0,1
C00185,2023-07-28,Billing,This is the worst experience I have ever had. Planning to switch provider immediately.,1,6,0,1
C00185,2023-06-03,Outage,The new meter reading service is fantastic.,1,7,0,1
C00187,2024-04-06,Meter Reading,The support person was polite but couldn't fully resolve my issue.,3,2,0,1
C00188,2023-11-15,Meter Reading,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",1,0,0,1
C00189,2023-07-18,Technical,The outage was resolved. It would have been nice to get a notification.,1,2,0,1
C00189,2022-02-28,Account Management,My outage has been going on for 5 days and no one cares. Disgusting.,3,6,0,1
C00191,2022-04-18,Outage,I am done. Switching to a competitor as soon as possible. Nightmare.,3,24,0,1
C00191,2022-12-01,Billing,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,26,0,0
C00191,2024-06-18,Account Management,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4,12,0,0
C00192,2022-12-17,Meter Reading,My billing issue was resolved within hours. Highly recommend.,3,2,0,1
C00192,2022-08-17,Account Management,No major problems but the website is a bit slow.,1,4,0,1
C00193,2022-12-07,Technical,"Very happy with the service, everything works great.",2,4,1,1
C00194,2023-02-21,Billing,The support person was polite but couldn't fully resolve my issue.,1,0,0,1
C00194,2022-12-23,Meter Reading,"Great experience, the technician was professional and efficient.",3,5,1,0
C00195,2024-08-14,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,5,15,0,0
C00195,2022-03-24,Billing,The technician never showed up. I took a day off work for nothing.,3,29,0,0
C00195,2023-11-03,Technical,I have called 7 times and nobody fixes the problem. I want to cancel my account.,3,18,0,0
C00196,2024-12-18,Technical,I am done. Switching to a competitor as soon as possible. Nightmare.,5,22,0,1
C00196,2024-03-20,Outage,I am done. Switching to a competitor as soon as possible. Nightmare.,5,16,1,0
C00196,2024-06-10,Service Quality,Unresponsive support and endless hold times. Absolutely awful.,5,8,0,1
C00196,2024-04-25,Account Management,The technician never showed up. I took a day off work for nothing.,4,27,0,0
C00196,2024-10-03,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,3,27,1,1
C00196,2024-08-08,Meter Reading,"Terrible service, waited 3 weeks for someone to show up. Completely unacceptable.",4,28,0,0
C00197,2023-12-11,Billing,"Love the online portal, makes managing my account super easy.",3,6,0,0
C00198,2023-06-03,Outage,The support team was extremely helpful and resolved my issue quickly.,1,7,0,1
C00198,2023-09-22,Billing,My outage has been going on for 5 days and no one cares. Disgusting.,3,4,0,1
C00199,2024-03-22,Meter Reading,"Love the online portal, makes managing my account super easy.",3,3,0,1
C00199,2024-08-01,Meter Reading,"Outstanding service quality, no issues whatsoever.",3,6,0,1
C00200,2023-12-12,Service Quality,"Quick and helpful customer service, thank you!",1,7,0,1
C00200,2022-05-18,Account Management,The outage was resolved. It would have been nice to get a notification.,2,3,0,1
C00203,2022-02-03,Outage,I have called 7 times and nobody fixes the problem. I want to cancel my account.,1,0,0,1
C00203,2023-08-05,Technical,Account change was processed but took a few extra days.,3,2,0,1
C00204,2022-01-25,Meter Reading,The support person was polite but couldn't fully resolve my issue.,3,17,0,1
C00204,2022-05-24,Outage,Service interruption was brief. Would like better communication next time.,5,28,0,0
C00204,2024-02-18,Account Management,This is the worst experience I have ever had. Planning to switch provider immediately.,5,25,1,1
C00204,2022-09-15,Account Management,No major problems but the website is a bit slow.,3,17,0,1
C00204,2023-12-10,Billing,The technician never showed up. I took a day off work for nothing.,3,15,0,0
C00204,2023-11-19,Service Quality,I am done. Switching to a competitor as soon as possible. Nightmare.,4,22,0,1
C00205,2023-09-08,Account Management,"Great experience, the technician was professional and efficient.",2,5,0,1
